-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2024 in LST
Location: Latitude  34.15   Longitude 77.58 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 4532.61 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,RH2M,WS10M
2020,2,28,18,0.0,0.0,0.0,-8.79,78.66,0.49
2020,2,28,19,0.0,0.0,0.0,-9.94,86.47,1.08
2020,2,28,20,0.0,0.0,0.0,-10.58,91.65,1.49
2020,2,28,21,0.0,0.0,0.0,-11.27,92.3,1.67
2020,2,28,22,0.0,0.0,0.0,-11.84,91.22,1.47
2020,2,28,23,0.0,0.0,0.0,-12.66,94.08,1.38
2020,2,29,0,0.0,0.0,0.0,-13.72,99.53,1.33
2020,2,29,1,0.0,0.0,0.0,-14.96,100.0,1.38
2020,2,29,2,0.0,0.0,0.0,-16.2,100.0,1.5
2020,2,29,3,0.0,0.0,0.0,-17.31,100.0,1.56
2020,2,29,4,0.0,0.0,0.0,-18.3,100.0,1.5
2020,2,29,5,0.0,0.0,0.0,-19.47,100.0,1.7
2020,2,29,6,13.05,19.02,15.17,-20.35,100.0,1.94
2020,2,29,7,157.9,189.35,116.3,-19.61,100.0,1.96
2020,2,29,8,378.83,282.99,274.53,-16.14,95.48,2.39
2020,2,29,9,434.4,73.14,355.41,-11.85,85.78,1.76
2020,2,29,10,687.03,415.0,412.96,-8.72,71.04,0.77
2020,2,29,11,529.97,30.42,442.81,-7.3,61.84,0.86
2020,2,29,12,523.0,5.68,378.99,-6.78,60.15,1.03
2020,2,29,13,457.3,1.02,382.06,-6.53,59.33,1.14
2020,2,29,14,366.73,30.61,312.93,-6.39,58.84,1.18
2020,2,29,15,317.6,161.18,228.15,-6.38,57.47,0.86
2020,2,29,16,175.55,431.07,73.26,-6.84,57.89,0.54
2020,2,29,17,24.75,89.44,22.77,-9.2,73.14,1.78
2020,2,29,18,0.0,0.0,0.0,-10.97,62.84,1.76
2020,2,29,19,0.0,0.0,0.0,-11.56,62.59,0.85
2020,2,29,20,0.0,0.0,0.0,-12.45,68.31,0.81
2020,2,29,21,0.0,0.0,0.0,-13.41,75.02,1.39
2020,2,29,22,0.0,0.0,0.0,-14.26,81.57,1.6
2020,2,29,23,0.0,0.0,0.0,-14.76,86.5,1.55
2020,3,1,0,0.0,0.0,0.0,-15.22,90.21,1.6
2020,3,1,1,0.0,0.0,0.0,-15.59,92.7,1.65
2020,3,1,2,0.0,0.0,0.0,-15.84,93.6,1.66
2020,3,1,3,0.0,0.0,0.0,-16.05,94.19,1.65
2020,3,1,4,0.0,0.0,0.0,-16.31,93.96,1.63
2020,3,1,5,0.0,0.0,0.0,-16.6,93.29,1.58
2020,3,1,6,17.48,43.52,17.67,-16.83,92.7,1.55
2020,3,1,7,174.02,304.16,111.94,-16.01,91.55,1.71
2020,3,1,8,415.65,586.91,175.59,-14.14,89.13,2.15
2020,3,1,9,561.12,466.64,287.74,-11.06,86.46,1.75
2020,3,1,10,725.55,372.47,408.39,-8.4,77.99,1.58
2020,3,1,11,674.6,601.81,379.29,-7.42,73.57,1.92
2020,3,1,12,771.0,288.66,449.8,-7.07,71.32,2.29
2020,3,1,13,525.22,97.57,389.37,-6.92,70.36,2.55
2020,3,1,14,384.3,5.12,331.66,-6.83,68.71,2.69
2020,3,1,15,268.62,47.48,228.1,-7.04,66.38,2.59
2020,3,1,16,151.95,228.77,91.21,-7.59,71.68,1.91
2020,3,1,17,24.17,72.72,23.21,-8.73,72.49,0.93
2020,3,1,18,0.0,0.0,0.0,-9.8,69.46,0.67
2020,3,1,19,0.0,0.0,0.0,-10.74,72.49,0.39
2020,3,1,20,0.0,0.0,0.0,-11.71,77.43,0.17
2020,3,1,21,0.0,0.0,0.0,-13.27,85.78,0.54
2020,3,1,22,0.0,0.0,0.0,-14.71,95.11,0.93
2020,3,1,23,0.0,0.0,0.0,-16.07,100.0,1.21
2020,3,2,0,0.0,0.0,0.0,-17.58,100.0,1.48
2020,3,2,1,0.0,0.0,0.0,-19.14,100.0,1.74
2020,3,2,2,0.0,0.0,0.0,-20.64,100.0,1.95
2020,3,2,3,0.0,0.0,0.0,-22.03,100.0,2.13
2020,3,2,4,0.0,0.0,0.0,-23.05,100.0,2.23
2020,3,2,5,0.0,0.0,0.0,-23.77,100.0,2.3
2020,3,2,6,19.3,76.24,17.85,-24.19,100.0,2.31
2020,3,2,7,221.77,606.26,82.76,-22.97,93.51,2.15
2020,3,2,8,459.05,826.44,122.5,-19.22,86.2,2.68
2020,3,2,9,657.67,888.6,153.68,-15.4,94.4,2.25
2020,3,2,10,767.47,658.71,314.09,-10.44,81.16,1.1
2020,3,2,11,857.17,834.63,267.69,-8.09,66.83,0.44
2020,3,2,12,867.9,746.14,290.85,-7.14,63.42,1.28
2020,3,2,13,767.72,670.48,306.46,-6.61,63.46,1.93
2020,3,2,14,610.53,482.08,314.33,-6.31,62.58,2.22
2020,3,2,15,379.9,501.74,178.75,-6.43,60.84,2.27
2020,3,2,16,204.2,527.24,67.79,-7.31,65.95,1.83
2020,3,2,17,31.02,160.8,22.1,-9.1,67.2,1.29
2020,3,2,18,0.0,0.0,0.0,-10.47,61.65,1.03
2020,3,2,19,0.0,0.0,0.0,-11.71,65.14,0.65
2020,3,2,20,0.0,0.0,0.0,-12.83,69.79,0.37
2020,3,2,21,0.0,0.0,0.0,-13.92,75.53,0.65
2020,3,2,22,0.0,0.0,0.0,-14.97,82.03,1.0
2020,3,2,23,0.0,0.0,0.0,-16.1,89.16,1.22
2020,3,3,0,0.0,0.0,0.0,-17.13,95.37,1.38
2020,3,3,1,0.0,0.0,0.0,-17.98,100.0,1.46
2020,3,3,2,0.0,0.0,0.0,-18.74,100.0,1.55
2020,3,3,3,0.0,0.0,0.0,-19.41,100.0,1.65
2020,3,3,4,0.0,0.0,0.0,-20.01,100.0,1.8
2020,3,3,5,0.0,0.0,0.0,-20.63,100.0,1.96
2020,3,3,6,32.03,263.76,16.36,-21.18,100.0,2.09
2020,3,3,7,247.25,872.0,43.04,-20.38,98.87,2.04
2020,3,3,8,485.62,995.64,62.68,-17.05,93.35,2.43
2020,3,3,9,679.62,1057.37,78.98,-13.09,90.46,1.89
2020,3,3,10,784.17,792.48,262.65,-9.73,75.32,0.79
2020,3,3,11,863.67,995.15,168.92,-8.32,69.27,1.14
2020,3,3,12,865.0,876.45,261.36,-7.7,69.38,1.77
2020,3,3,13,710.7,727.76,277.06,-7.4,69.25,2.13
2020,3,3,14,563.28,567.29,274.97,-7.15,68.0,2.37
2020,3,3,15,395.05,311.07,236.62,-7.16,65.24,2.35
2020,3,3,16,227.35,633.87,64.77,-7.88,66.48,1.7
2020,3,3,17,34.38,177.85,24.73,-9.24,64.87,0.72
2020,3,3,18,0.0,0.0,0.0,-10.67,63.37,0.16
2020,3,3,19,0.0,0.0,0.0,-12.06,67.49,0.41
2020,3,3,20,0.0,0.0,0.0,-13.18,72.32,0.88
2020,3,3,21,0.0,0.0,0.0,-14.3,77.99,1.23
2020,3,3,22,0.0,0.0,0.0,-15.21,83.06,1.46
2020,3,3,23,0.0,0.0,0.0,-15.85,87.48,1.62
2020,3,4,0,0.0,0.0,0.0,-16.27,90.3,1.77
2020,3,4,1,0.0,0.0,0.0,-16.66,92.95,1.91
2020,3,4,2,0.0,0.0,0.0,-17.1,95.43,2.01
2020,3,4,3,0.0,0.0,0.0,-17.63,97.4,2.1
2020,3,4,4,0.0,0.0,0.0,-18.38,99.92,2.21
2020,3,4,5,0.0,0.0,0.0,-19.42,100.0,2.32
2020,3,4,6,27.73,159.13,22.05,-20.56,100.0,2.4
2020,3,4,7,247.32,770.01,60.57,-19.95,99.99,2.42
2020,3,4,8,474.3,861.54,119.87,-17.24,94.05,3.17
2020,3,4,9,650.78,668.08,288.93,-13.15,89.25,2.43
2020,3,4,10,749.85,462.46,354.12,-9.7,72.1,2.02
2020,3,4,11,863.9,1081.74,311.03,-7.62,58.28,2.44
2020,3,4,12,850.45,662.88,407.39,-6.92,55.6,2.71
2020,3,4,13,733.9,507.74,382.25,-6.56,54.64,2.95
2020,3,4,14,520.3,131.02,399.2,-6.38,53.77,3.04
2020,3,4,15,335.92,69.32,281.0,-6.78,51.61,2.82
2020,3,4,16,175.25,294.73,113.47,-7.76,61.79,1.97
2020,3,4,17,26.55,92.11,25.56,-9.06,60.07,1.31
2020,3,4,18,0.0,0.0,0.0,-9.96,53.29,1.25
2020,3,4,19,0.0,0.0,0.0,-10.71,53.57,1.28
2020,3,4,20,0.0,0.0,0.0,-11.63,55.28,1.35
2020,3,4,21,0.0,0.0,0.0,-12.88,58.64,1.46
2020,3,4,22,0.0,0.0,0.0,-14.28,63.43,1.56
2020,3,4,23,0.0,0.0,0.0,-15.68,69.14,1.66
2020,3,5,0,0.0,0.0,0.0,-16.97,75.91,1.79
2020,3,5,1,0.0,0.0,0.0,-18.18,82.0,1.9
2020,3,5,2,0.0,0.0,0.0,-19.39,88.55,2.07
2020,3,5,3,0.0,0.0,0.0,-20.59,93.6,2.24
2020,3,5,4,0.0,0.0,0.0,-21.82,97.92,2.41
2020,3,5,5,0.0,0.0,0.0,-23.13,100.0,2.57
2020,3,5,6,23.4,92.66,22.99,-24.35,100.0,2.72
2020,3,5,7,216.15,423.96,127.52,-23.5,94.02,2.92
2020,3,5,8,446.9,546.15,222.62,-20.24,88.83,3.65
2020,3,5,9,594.8,426.98,353.02,-16.35,92.81,3.4
2020,3,5,10,754.5,568.35,393.8,-11.28,75.65,3.29
2020,3,5,11,563.67,326.31,409.66,-8.65,65.9,3.11
2020,3,5,12,614.67,93.45,448.04,-7.71,64.44,2.97
2020,3,5,13,543.15,15.08,449.63,-7.4,63.79,3.06
2020,3,5,14,344.42,24.93,292.76,-7.52,63.27,3.13
2020,3,5,15,235.3,0.0,214.66,-7.88,61.73,2.83
2020,3,5,16,118.55,0.0,120.05,-8.45,67.38,1.71
2020,3,5,17,22.75,0.0,22.66,-9.44,63.0,0.57
2020,3,5,18,0.0,0.0,0.0,-10.78,62.95,1.05
2020,3,5,19,0.0,0.0,0.0,-11.9,66.68,1.46
2020,3,5,20,0.0,0.0,0.0,-12.64,70.39,1.61
2020,3,5,21,0.0,0.0,0.0,-13.3,73.76,1.68
2020,3,5,22,0.0,0.0,0.0,-13.93,77.06,1.72
2020,3,5,23,0.0,0.0,0.0,-14.52,80.22,1.77
2020,3,6,0,0.0,0.0,0.0,-14.97,83.0,1.8
2020,3,6,1,0.0,0.0,0.0,-15.29,86.03,1.79
2020,3,6,2,0.0,0.0,0.0,-15.68,89.15,1.9
2020,3,6,3,0.0,0.0,0.0,-16.01,90.68,1.97
2020,3,6,4,0.0,0.0,0.0,-16.25,90.88,2.08
2020,3,6,5,0.0,0.0,0.0,-16.56,90.97,2.25
2020,3,6,6,20.6,14.23,20.78,-17.12,90.41,2.32
2020,3,6,7,135.05,7.46,135.79,-16.55,90.29,2.17
2020,3,6,8,281.38,57.17,249.94,-13.2,83.48,2.67
2020,3,6,9,500.4,48.72,423.53,-9.38,68.41,3.63
2020,3,6,10,592.17,1120.49,339.51,-7.92,65.83,3.72
2020,3,6,11,640.47,35.81,514.7,-7.64,67.69,3.54
2020,3,6,12,445.4,3.84,361.05,-7.44,68.74,3.49
2020,3,6,13,445.48,0.37,322.65,-7.27,68.49,3.31
2020,3,6,14,189.65,0.0,149.81,-7.16,66.67,2.9
2020,3,6,15,171.35,0.0,141.4,-7.15,64.91,2.49
2020,3,6,16,103.45,0.0,99.64,-7.53,71.1,1.77
2020,3,6,17,21.12,0.0,21.04,-8.5,76.81,1.04
2020,3,6,18,0.0,0.0,0.0,-9.35,71.05,1.09
2020,3,6,19,0.0,0.0,0.0,-10.32,71.62,1.21
2020,3,6,20,0.0,0.0,0.0,-11.61,74.66,1.52
2020,3,6,21,0.0,0.0,0.0,-12.68,78.16,1.74
2020,3,6,22,0.0,0.0,0.0,-13.09,79.66,1.35
2020,3,6,23,0.0,0.0,0.0,-14.12,84.79,0.93
2020,3,7,0,0.0,0.0,0.0,-16.16,94.8,1.57
2020,3,7,1,0.0,0.0,0.0,-17.43,99.75,2.2
2020,3,7,2,0.0,0.0,0.0,-17.3,99.9,1.8
2020,3,7,3,0.0,0.0,0.0,-17.52,99.83,1.76
2020,3,7,4,0.0,0.0,0.0,-17.76,99.22,1.75
2020,3,7,5,0.0,0.0,0.0,-18.06,99.11,1.79
2020,3,7,6,13.77,23.44,13.79,-18.18,97.28,1.86
2020,3,7,7,143.1,82.63,125.52,-17.04,94.91,1.81
2020,3,7,8,272.83,73.71,224.68,-14.43,88.91,2.55
2020,3,7,9,406.08,87.77,314.5,-11.43,81.1,3.62
2020,3,7,10,446.05,103.6,283.44,-10.07,77.22,4.53
2020,3,7,11,642.2,1037.3,363.85,-8.87,76.52,5.03
2020,3,7,12,374.02,546.68,220.63,-8.1,74.48,5.65
2020,3,7,13,316.88,1.19,244.68,-7.94,71.63,6.35
2020,3,7,14,207.07,121.86,160.56,-8.14,69.87,6.41
2020,3,7,15,245.77,0.0,223.2,-8.58,69.5,5.79
2020,3,7,16,51.58,21.23,50.43,-9.43,74.61,4.28
2020,3,7,17,23.98,57.07,23.25,-11.21,83.91,2.71
2020,3,7,18,0.0,0.0,0.0,-13.53,81.02,2.86
2020,3,7,19,0.0,0.0,0.0,-14.91,76.99,2.77
2020,3,7,20,0.0,0.0,0.0,-16.05,78.18,2.78
2020,3,7,21,0.0,0.0,0.0,-17.14,79.73,2.81
2020,3,7,22,0.0,0.0,0.0,-18.27,82.57,2.85
2020,3,7,23,0.0,0.0,0.0,-18.85,85.61,2.72
2020,3,8,0,0.0,0.0,0.0,-19.48,90.89,2.68
2020,3,8,1,0.0,0.0,0.0,-19.86,94.23,2.76
2020,3,8,2,0.0,0.0,0.0,-19.65,94.09,2.66
2020,3,8,3,0.0,0.0,0.0,-19.29,93.44,2.58
2020,3,8,4,0.0,0.0,0.0,-18.71,90.06,2.46
2020,3,8,5,0.0,0.0,0.0,-18.26,87.9,2.39
2020,3,8,6,24.62,92.53,22.16,-17.98,85.69,2.33
2020,3,8,7,194.18,253.58,131.6,-16.89,86.18,2.23
2020,3,8,8,396.38,366.99,239.04,-13.35,77.26,3.13
2020,3,8,9,504.33,381.66,281.57,-11.1,66.66,4.33
2020,3,8,10,639.2,704.41,243.1,-10.21,67.44,4.56
2020,3,8,11,811.4,245.89,520.05,-9.61,69.15,4.81
2020,3,8,12,547.65,101.23,379.23,-9.24,69.59,5.0
2020,3,8,13,462.92,253.82,309.18,-9.14,69.28,5.17
2020,3,8,14,396.83,229.07,285.84,-9.26,68.67,5.0
2020,3,8,15,225.98,33.73,185.0,-9.75,68.21,4.43
2020,3,8,16,138.43,188.83,88.67,-10.64,73.86,3.03
2020,3,8,17,39.12,176.26,27.34,-12.5,80.58,1.73
2020,3,8,18,0.0,0.0,0.0,-13.87,71.95,1.67
2020,3,8,19,0.0,0.0,0.0,-15.17,73.64,1.75
2020,3,8,20,0.0,0.0,0.0,-16.41,77.49,1.94
2020,3,8,21,0.0,0.0,0.0,-17.39,81.42,2.07
2020,3,8,22,0.0,0.0,0.0,-18.13,84.27,2.18
2020,3,8,23,0.0,0.0,0.0,-18.58,87.13,2.2
2020,3,9,0,0.0,0.0,0.0,-19.08,88.87,2.21
2020,3,9,1,0.0,0.0,0.0,-19.67,91.35,2.18
2020,3,9,2,0.0,0.0,0.0,-20.58,95.84,2.2
2020,3,9,3,0.0,0.0,0.0,-21.63,100.0,2.24
2020,3,9,4,0.0,0.0,0.0,-22.83,100.0,2.3
2020,3,9,5,0.0,0.0,0.0,-24.1,100.0,2.45
2020,3,9,6,26.42,2.27,26.3,-25.04,100.0,2.54
2020,3,9,7,164.75,44.51,151.98,-23.78,100.0,2.5
2020,3,9,8,333.48,103.42,274.48,-19.62,96.36,2.92
2020,3,9,9,439.8,194.77,349.74,-15.08,90.33,2.7
2020,3,9,10,571.05,123.08,411.05,-10.28,67.31,1.94
2020,3,9,11,544.42,46.07,436.64,-7.77,59.55,2.2
2020,3,9,12,482.73,102.8,379.03,-6.92,59.37,2.76
2020,3,9,13,526.8,8.31,434.78,-6.59,59.5,3.05
2020,3,9,14,352.95,46.62,296.17,-6.52,58.83,3.25
2020,3,9,15,269.02,18.82,241.93,-6.93,57.1,3.22
2020,3,9,16,148.93,67.41,126.82,-7.78,69.46,2.33
2020,3,9,17,34.35,104.93,28.37,-9.83,67.99,2.08
2020,3,9,18,0.0,0.0,0.0,-11.88,57.47,2.46
2020,3,9,19,0.0,0.0,0.0,-13.4,52.82,2.59
2020,3,9,20,0.0,0.0,0.0,-14.6,51.34,2.49
2020,3,9,21,0.0,0.0,0.0,-15.79,54.26,2.39
2020,3,9,22,0.0,0.0,0.0,-17.45,60.5,2.49
2020,3,9,23,0.0,0.0,0.0,-19.21,68.07,2.62
2020,3,10,0,0.0,0.0,0.0,-20.88,75.91,2.69
2020,3,10,1,0.0,0.0,0.0,-22.4,85.64,2.74
2020,3,10,2,0.0,0.0,0.0,-23.89,95.14,2.84
2020,3,10,3,0.0,0.0,0.0,-25.1,100.0,2.86
2020,3,10,4,0.0,0.0,0.0,-26.47,100.0,2.95
2020,3,10,5,0.0,0.0,0.0,-27.96,100.0,3.13
2020,3,10,6,26.83,21.95,25.64,-28.79,100.0,3.19
2020,3,10,7,199.77,240.95,140.91,-26.86,92.72,3.34
2020,3,10,8,406.23,230.91,299.31,-22.21,85.35,3.8
2020,3,10,9,497.6,208.9,323.86,-17.65,91.35,3.2
2020,3,10,10,557.9,137.37,411.62,-12.24,73.01,2.71
2020,3,10,11,569.17,175.5,412.37,-8.66,54.96,3.78
2020,3,10,12,487.75,17.86,344.01,-7.92,54.46,3.95
2020,3,10,13,452.98,141.97,338.03,-7.69,53.61,3.96
2020,3,10,14,355.23,241.62,267.24,-7.7,50.98,3.89
2020,3,10,15,259.25,46.83,189.21,-8.03,48.53,3.5
2020,3,10,16,139.73,142.66,105.46,-9.01,62.72,2.25
2020,3,10,17,29.58,71.16,28.68,-11.18,53.78,1.81
2020,3,10,18,0.0,0.0,0.0,-12.74,39.45,1.68
2020,3,10,19,0.0,0.0,0.0,-13.98,38.02,1.62
2020,3,10,20,0.0,0.0,0.0,-15.4,39.83,1.65
2020,3,10,21,0.0,0.0,0.0,-17.02,43.59,1.82
2020,3,10,22,0.0,0.0,0.0,-18.74,48.86,2.08
2020,3,10,23,0.0,0.0,0.0,-20.23,54.5,2.24
2020,3,11,0,0.0,0.0,0.0,-21.45,60.27,2.34
2020,3,11,1,0.0,0.0,0.0,-22.5,66.77,2.45
2020,3,11,2,0.0,0.0,0.0,-23.44,73.22,2.56
2020,3,11,3,0.0,0.0,0.0,-24.17,77.34,2.61
2020,3,11,4,0.0,0.0,0.0,-24.82,81.09,2.64
2020,3,11,5,0.0,0.0,0.0,-25.54,84.06,2.68
2020,3,11,6,46.35,201.39,29.07,-26.09,85.61,2.68
2020,3,11,7,287.55,802.61,65.77,-24.58,82.14,2.54
2020,3,11,8,527.9,973.37,84.85,-20.15,80.84,2.96
2020,3,11,9,702.5,766.19,247.55,-14.94,80.43,2.88
2020,3,11,10,807.83,808.56,252.48,-10.56,70.67,2.45
2020,3,11,11,882.95,857.78,343.91,-8.88,66.71,1.9
2020,3,11,12,857.8,634.43,430.15,-8.03,63.36,1.43
2020,3,11,13,794.65,614.51,396.88,-7.53,60.3,0.99
2020,3,11,14,460.55,20.5,386.65,-7.14,57.96,0.73
2020,3,11,15,282.48,10.23,252.36,-6.9,57.82,0.71
2020,3,11,16,122.22,26.21,116.24,-7.28,58.34,0.45
2020,3,11,17,30.15,48.24,30.4,-8.69,73.33,0.5
2020,3,11,18,0.0,0.0,0.0,-9.76,65.22,0.93
2020,3,11,19,0.0,0.0,0.0,-11.13,68.15,1.61
2020,3,11,20,0.0,0.0,0.0,-12.7,71.18,1.84
2020,3,11,21,0.0,0.0,0.0,-13.99,72.85,1.81
2020,3,11,22,0.0,0.0,0.0,-14.96,76.83,2.25
2020,3,11,23,0.0,0.0,0.0,-15.44,82.08,2.64
2020,3,12,0,0.0,0.0,0.0,-15.49,84.81,2.57
2020,3,12,1,0.0,0.0,0.0,-16.02,87.2,2.52
2020,3,12,2,0.0,0.0,0.0,-16.45,88.77,2.62
2020,3,12,3,0.0,0.0,0.0,-16.49,89.08,2.86
2020,3,12,4,0.0,0.0,0.0,-16.18,86.57,3.26
2020,3,12,5,0.0,0.0,0.0,-16.17,82.7,3.68
2020,3,12,6,29.12,75.16,26.62,-15.79,79.84,3.75
2020,3,12,7,117.78,0.0,117.9,-13.33,80.67,4.05
2020,3,12,8,298.98,64.87,252.3,-9.89,71.7,6.25
2020,3,12,9,570.97,271.05,370.56,-8.08,69.0,7.27
2020,3,12,10,691.22,289.62,437.6,-7.13,69.79,6.81
2020,3,12,11,500.73,185.63,333.21,-7.4,72.32,7.42
2020,3,12,12,495.55,128.53,358.37,-7.21,71.7,7.92
2020,3,12,13,501.33,1.39,423.01,-6.53,64.96,9.44
2020,3,12,14,382.23,15.52,321.09,-6.88,60.22,9.6
2020,3,12,15,263.77,10.5,234.46,-7.8,59.69,7.41
2020,3,12,16,119.25,0.0,111.37,-8.93,68.58,4.23
2020,3,12,17,28.85,28.0,28.42,-11.31,73.11,2.39
2020,3,12,18,0.0,0.0,0.0,-12.13,58.33,1.81
2020,3,12,19,0.0,0.0,0.0,-13.81,62.35,2.55
2020,3,12,20,0.0,0.0,0.0,-16.35,69.75,3.6
2020,3,12,21,0.0,0.0,0.0,-17.26,73.05,4.07
2020,3,12,22,0.0,0.0,0.0,-15.9,72.28,3.41
2020,3,12,23,0.0,0.0,0.0,-14.37,74.0,2.22
2020,3,13,0,0.0,0.0,0.0,-14.97,82.71,2.19
2020,3,13,1,0.0,0.0,0.0,-15.62,87.81,2.45
2020,3,13,2,0.0,0.0,0.0,-15.9,88.85,2.52
2020,3,13,3,0.0,0.0,0.0,-15.75,87.61,2.31
2020,3,13,4,0.0,0.0,0.0,-15.53,87.66,2.1
2020,3,13,5,0.0,0.0,0.0,-15.55,89.05,2.09
2020,3,13,6,26.27,0.0,25.27,-15.52,89.37,2.16
2020,3,13,7,144.73,37.33,132.62,-14.15,90.78,1.62
2020,3,13,8,361.23,181.51,253.47,-11.95,85.15,2.0
2020,3,13,9,449.88,96.77,334.79,-10.46,79.77,2.85
2020,3,13,10,362.3,556.75,210.74,-9.2,75.0,2.24
2020,3,13,11,485.12,11.79,395.17,-8.49,72.93,0.85
2020,3,13,12,320.7,0.0,258.36,-8.16,70.5,1.55
2020,3,13,13,298.1,0.0,242.83,-8.56,73.33,3.04
2020,3,13,14,188.1,0.45,160.35,-8.81,75.32,3.45
2020,3,13,15,138.5,0.18,122.87,-8.77,72.8,3.41
2020,3,13,16,91.15,0.0,90.2,-9.48,79.83,2.72
2020,3,13,17,24.08,10.73,23.01,-10.6,80.35,0.98
2020,3,13,18,0.0,0.0,0.0,-11.83,83.41,1.32
2020,3,13,19,0.0,0.0,0.0,-13.11,88.89,1.84
2020,3,13,20,0.0,0.0,0.0,-13.33,91.17,1.02
2020,3,13,21,0.0,0.0,0.0,-13.67,94.61,0.6
2020,3,13,22,0.0,0.0,0.0,-14.21,98.33,0.75
2020,3,13,23,0.0,0.0,0.0,-14.9,100.0,0.91
2020,3,14,0,0.0,0.0,0.0,-15.8,100.0,0.98
2020,3,14,1,0.0,0.0,0.0,-17.3,100.0,1.06
2020,3,14,2,0.0,0.0,0.0,-19.44,100.0,1.56
2020,3,14,3,0.0,0.0,0.0,-20.62,100.0,1.94
2020,3,14,4,0.0,0.0,0.0,-21.2,100.0,2.05
2020,3,14,5,0.0,0.0,0.0,-21.67,100.0,2.06
2020,3,14,6,34.38,62.71,33.6,-21.94,100.0,2.06
2020,3,14,7,210.82,211.02,153.01,-19.9,95.98,2.05
2020,3,14,8,451.0,382.21,271.41,-15.92,91.81,2.45
2020,3,14,9,595.15,290.96,372.64,-10.63,73.81,2.0
2020,3,14,10,733.47,442.75,401.41,-8.35,65.57,1.66
2020,3,14,11,622.45,562.18,373.14,-7.75,63.94,1.48
2020,3,14,12,503.12,43.58,383.91,-7.41,61.72,1.27
2020,3,14,13,324.33,19.55,261.22,-7.28,59.28,0.99
2020,3,14,14,331.62,0.15,282.8,-7.2,56.6,0.58
2020,3,14,15,186.95,0.87,165.72,-7.22,55.85,0.46
2020,3,14,16,86.28,6.71,80.3,-7.9,58.09,0.75
2020,3,14,17,26.1,69.07,24.07,-9.24,67.06,0.86
2020,3,14,18,0.0,0.0,0.0,-10.44,62.72,0.94
2020,3,14,19,0.0,0.0,0.0,-11.24,65.42,0.76
2020,3,14,20,0.0,0.0,0.0,-12.04,70.35,0.32
2020,3,14,21,0.0,0.0,0.0,-12.92,75.73,0.2
2020,3,14,22,0.0,0.0,0.0,-14.15,82.63,0.6
2020,3,14,23,0.0,0.0,0.0,-15.37,90.11,0.88
2020,3,15,0,0.0,0.0,0.0,-16.43,96.2,1.1
2020,3,15,1,0.0,0.0,0.0,-17.53,100.0,1.35
2020,3,15,2,0.0,0.0,0.0,-18.38,100.0,1.47
2020,3,15,3,0.0,0.0,0.0,-18.9,100.0,1.51
2020,3,15,4,0.0,0.0,0.0,-19.28,99.76,1.5
2020,3,15,5,0.0,0.0,0.0,-19.51,97.74,1.47
2020,3,15,6,54.95,239.34,29.3,-19.5,95.15,1.44
2020,3,15,7,295.55,647.6,103.86,-18.02,91.78,1.43
2020,3,15,8,541.45,943.02,114.28,-14.56,87.78,1.12
2020,3,15,9,716.12,836.17,200.14,-10.56,79.33,1.48
2020,3,15,10,855.4,1139.87,111.78,-8.99,75.95,2.3
2020,3,15,11,896.88,634.84,395.51,-8.39,74.85,2.43
2020,3,15,12,878.75,449.17,450.27,-8.1,73.86,2.56
2020,3,15,13,658.42,298.66,398.6,-7.94,73.39,2.75
2020,3,15,14,475.17,187.23,320.04,-8.01,70.81,2.96
2020,3,15,15,355.62,130.24,249.82,-8.32,67.49,2.95
2020,3,15,16,200.05,315.88,109.77,-8.93,71.23,2.26
2020,3,15,17,46.8,122.94,36.31,-10.36,73.84,1.2
2020,3,15,18,0.0,0.0,0.0,-11.78,67.4,0.97
2020,3,15,19,0.0,0.0,0.0,-13.4,72.71,0.72
2020,3,15,20,0.0,0.0,0.0,-14.53,79.06,0.37
2020,3,15,21,0.0,0.0,0.0,-15.92,88.07,0.4
2020,3,15,22,0.0,0.0,0.0,-17.5,99.22,0.82
2020,3,15,23,0.0,0.0,0.0,-19.2,100.0,1.17
2020,3,16,0,0.0,0.0,0.0,-20.87,100.0,1.52
2020,3,16,1,0.0,0.0,0.0,-22.91,100.0,1.93
2020,3,16,2,0.0,0.0,0.0,-25.33,100.0,2.32
2020,3,16,3,0.0,0.0,0.0,-27.66,100.0,2.64
2020,3,16,4,0.0,0.0,0.0,-29.2,100.0,2.83
